,name,description,variables
619,B99243,ALLOCATION OF CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99243.json
620,B99242,ALLOCATION OF OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99242.json
621,B17010I,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (HISPANIC OR LATINO),http://api.census.gov/data/2019/acs/acs5/groups/B17010I.json
622,B17010G,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (TWO OR MORE RACES HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B17010G.json
623,B07404HPR,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO",http://api.census.gov/data/2019/acs/acs5/groups/B07404HPR.json
624,B17010H,"POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",http://api.census.gov/data/2019/acs/acs5/groups/B17010H.json
625,B18101E,AGE BY DISABILITY STATUS (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B18101E.json
626,B18101F,AGE BY DISABILITY STATUS (SOME OTHER RACE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B18101F.json
627,B18101G,AGE BY DISABILITY STATUS (TWO OR MORE RACES),http://api.census.gov/data/2019/acs/acs5/groups/B18101G.json
628,B18101H,"AGE BY DISABILITY STATUS (WHITE ALONE, NOT HISPANIC OR LATINO)",http://api.census.gov/data/2019/acs/acs5/groups/B18101H.json
629,B18101A,AGE BY DISABILITY STATUS (WHITE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B18101A.json
630,B18101B,AGE BY DISABILITY STATUS (BLACK OR AFRICAN AMERICAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B18101B.json
631,B18101C,AGE BY DISABILITY STATUS (AMERICAN INDIAN AND ALASKA NATIVE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B18101C.json
632,B18101D,AGE BY DISABILITY STATUS (ASIAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B18101D.json
633,B07004BPR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (BLACK OR AFRICAN AMERICAN ALONE) FOR CURRENT RESIDENCE IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07004BPR.json
634,B21005,AGE BY VETERAN STATUS BY EMPLOYMENT STATUS FOR THE CIVILIAN POPULATION 18 TO 64 YEARS,http://api.census.gov/data/2019/acs/acs5/groups/B21005.json
635,B21004,MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY VETERAN STATUS BY SEX FOR THE CIVILIAN POPULATION 18 YEARS AND OVER WITH INCOME,http://api.census.gov/data/2019/acs/acs5/groups/B21004.json
636,B21003,VETERAN STATUS BY EDUCATIONAL ATTAINMENT FOR THE CIVILIAN POPULATION 25 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B21003.json
637,B21002,PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B21002.json
638,B21001,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B21001.json
639,B07011PR,MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07011PR.json
640,B99259,ALLOCATION OF PLUMBING FACILITIES,http://api.census.gov/data/2019/acs/acs5/groups/B99259.json
641,C24040,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",http://api.census.gov/data/2019/acs/acs5/groups/C24040.json
642,B99256,ALLOCATION OF YEAR STRUCTURE BUILT,http://api.census.gov/data/2019/acs/acs5/groups/B99256.json
643,B99255,ALLOCATION OF UNITS IN STRUCTURE,http://api.census.gov/data/2019/acs/acs5/groups/B99255.json
644,B99258,ALLOCATION OF BEDROOMS,http://api.census.gov/data/2019/acs/acs5/groups/B99258.json
645,B99257,ALLOCATION OF YEAR HOUSEHOLDER MOVED INTO UNIT,http://api.census.gov/data/2019/acs/acs5/groups/B99257.json
646,B99252,ALLOCATION OF TENURE,http://api.census.gov/data/2019/acs/acs5/groups/B99252.json
647,B99012,ALLOCATION OF AGE,http://api.census.gov/data/2019/acs/acs5/groups/B99012.json
648,B99254,ALLOCATION OF ROOMS,http://api.census.gov/data/2019/acs/acs5/groups/B99254.json
649,B99011,ALLOCATION OF SEX,http://api.census.gov/data/2019/acs/acs5/groups/B99011.json
650,B99253,ALLOCATION OF VACANCY STATUS,http://api.census.gov/data/2019/acs/acs5/groups/B99253.json
651,B19313B,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B19313B.json
652,B19313A,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (WHITE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B19313A.json
653,B19313,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),http://api.census.gov/data/2019/acs/acs5/groups/B19313.json
654,B19313F,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (SOME OTHER RACE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B19313F.json
655,B17001G,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (TWO OR MORE RACES),http://api.census.gov/data/2019/acs/acs5/groups/B17001G.json
656,B19313E,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B19313E.json
657,B17001H,"POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",http://api.census.gov/data/2019/acs/acs5/groups/B17001H.json
658,B19313D,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (ASIAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B19313D.json
659,B17001E,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B17001E.json
660,B19313C,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B19313C.json
661,B17001F,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (SOME OTHER RACE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B17001F.json
662,B06004IPR,PLACE OF BIRTH (HISPANIC OR LATINO) IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B06004IPR.json
663,B17001C,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B17001C.json
664,B19313I,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (HISPANIC OR LATINO),http://api.census.gov/data/2019/acs/acs5/groups/B19313I.json
665,B17001D,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (ASIAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B17001D.json
666,B19313H,"AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)",http://api.census.gov/data/2019/acs/acs5/groups/B19313H.json
667,B17001A,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B17001A.json
668,B19313G,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (TWO OR MORE RACES),http://api.census.gov/data/2019/acs/acs5/groups/B19313G.json
669,B17001B,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B17001B.json
670,B99221,ALLOCATION OF FOOD STAMPS/SNAP RECEIPT,http://api.census.gov/data/2019/acs/acs5/groups/B99221.json
671,B08412,SEX OF WORKERS BY TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY,http://api.census.gov/data/2019/acs/acs5/groups/B08412.json
672,C21007,AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/C21007.json
673,B07004CPR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (AMERICAN INDIAN AND ALASKA NATIVE ALONE) FOR CURRENT RESIDENCE IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07004CPR.json
674,B19301,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),http://api.census.gov/data/2019/acs/acs5/groups/B19301.json
675,B06009,PLACE OF BIRTH BY EDUCATIONAL ATTAINMENT IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B06009.json
676,B99234,ALLOCATION OF WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99234.json
677,B06008,PLACE OF BIRTH BY MARITAL STATUS IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B06008.json
678,B99233,ALLOCATION OF USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99233.json
679,B06007,PLACE OF BIRTH BY LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B06007.json
680,B28011,INTERNET SUBSCRIPTIONS IN HOUSEHOLD,http://api.census.gov/data/2019/acs/acs5/groups/B28011.json
681,B99232,ALLOCATION OF WORK STATUS IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99232.json
682,B99231,ALLOCATION OF EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99231.json
683,B06001,PLACE OF BIRTH BY AGE IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B06001.json
684,B06003,PLACE OF BIRTH BY SEX IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B06003.json
685,B17001I,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO),http://api.census.gov/data/2019/acs/acs5/groups/B17001I.json
686,B06002,MEDIAN AGE BY PLACE OF BIRTH IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B06002.json
687,B28010,COMPUTERS IN HOUSEHOLD,http://api.census.gov/data/2019/acs/acs5/groups/B28010.json
688,B07002PR,MEDIAN AGE BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07002PR.json
689,B28008,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD,http://api.census.gov/data/2019/acs/acs5/groups/B28008.json
690,B99201,ALLOCATION OF EARNINGS IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER - PERCENT OF EARNINGS ALLOCATED,http://api.census.gov/data/2019/acs/acs5/groups/B99201.json
691,B28002,PRESENCE AND TYPES OF INTERNET SUBSCRIPTIONS IN HOUSEHOLD,http://api.census.gov/data/2019/acs/acs5/groups/B28002.json
692,B28003,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD,http://api.census.gov/data/2019/acs/acs5/groups/B28003.json
693,B07407PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY CITIZENSHIP STATUS FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07407PR.json
694,B28001,TYPES OF COMPUTERS IN HOUSEHOLD,http://api.census.gov/data/2019/acs/acs5/groups/B28001.json
695,B25003H,"TENURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",http://api.census.gov/data/2019/acs/acs5/groups/B25003H.json
696,B28006,EDUCATIONAL ATTAINMENT BY PRESENCE OF A COMPUTER AND TYPES OF INTERNET SUBSCRIPTION IN HOUSEHOLD,http://api.census.gov/data/2019/acs/acs5/groups/B28006.json
697,B25003I,TENURE (HISPANIC OR LATINO HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B25003I.json
698,B28007,LABOR FORCE STATUS BY PRESENCE OF A COMPUTER AND TYPES OF INTERNET SUBSCRIPTION IN HOUSEHOLD,http://api.census.gov/data/2019/acs/acs5/groups/B28007.json
699,B25003F,TENURE (SOME OTHER RACE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B25003F.json
700,B28004,HOUSEHOLD INCOME IN THE LAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY PRESENCE AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD,http://api.census.gov/data/2019/acs/acs5/groups/B28004.json
701,B25003G,TENURE (TWO OR MORE RACES HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B25003G.json
702,B28005,AGE BY PRESENCE OF A COMPUTER AND TYPES OF INTERNET SUBSCRIPTION IN HOUSEHOLD,http://api.census.gov/data/2019/acs/acs5/groups/B28005.json
703,B25003D,TENURE (ASIAN ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B25003D.json
704,B25003E,TENURE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B25003E.json
705,B07404BPR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (BLACK OR AFRICAN AMERICAN ALONE) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07404BPR.json
706,B25003B,TENURE (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B25003B.json
707,B25003C,TENURE (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B25003C.json
708,B25003A,TENURE (WHITE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B25003A.json
709,C23002G,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (TWO OR MORE RACES),http://api.census.gov/data/2019/acs/acs5/groups/C23002G.json
710,C23002F,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C23002F.json
711,C23002I,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO),http://api.census.gov/data/2019/acs/acs5/groups/C23002I.json
712,B16010,EDUCATIONAL ATTAINMENT AND EMPLOYMENT STATUS BY LANGUAGE SPOKEN AT HOME FOR THE POPULATION 25 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B16010.json
713,C23002H,"SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)",http://api.census.gov/data/2019/acs/acs5/groups/C23002H.json
714,B07013PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07013PR.json
715,C23002A,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (WHITE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C23002A.json
716,B99212,ALLOCATION OF PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99212.json
717,C23002C,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C23002C.json
718,B99211,ALLOCATION OF VETERAN STATUS FOR THE POPULATION 18 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99211.json
719,C23002B,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C23002B.json
720,B08406,SEX OF WORKERS BY MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY,http://api.census.gov/data/2019/acs/acs5/groups/B08406.json
721,C23002E,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C23002E.json
722,C23002D,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (ASIAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C23002D.json
723,B19119,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY FAMILY SIZE,http://api.census.gov/data/2019/acs/acs5/groups/B19119.json
724,B19113,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),http://api.census.gov/data/2019/acs/acs5/groups/B19113.json
725,B06004GPR,PLACE OF BIRTH (TWO OR MORE RACES) IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B06004GPR.json
726,C15002A,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C15002A.json
727,C15002B,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C15002B.json
728,C15002C,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C15002C.json
729,C15002D,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (ASIAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C15002D.json
730,C15002E,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C15002E.json
731,C15002F,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (SOME OTHER RACE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C15002F.json
732,C15002G,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (TWO OR MORE RACES),http://api.census.gov/data/2019/acs/acs5/groups/C15002G.json
733,C15002H,"SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)",http://api.census.gov/data/2019/acs/acs5/groups/C15002H.json
734,C15002I,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO),http://api.census.gov/data/2019/acs/acs5/groups/C15002I.json
735,C21001G,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (TWO OR MORE RACES),http://api.census.gov/data/2019/acs/acs5/groups/C21001G.json
736,B19101,FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),http://api.census.gov/data/2019/acs/acs5/groups/B19101.json
737,B07004EPR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE) FOR CURRENT RESIDENCE IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07004EPR.json
738,C21001H,"SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)",http://api.census.gov/data/2019/acs/acs5/groups/C21001H.json
739,C21001I,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (HISPANIC OR LATINO),http://api.census.gov/data/2019/acs/acs5/groups/C21001I.json
740,C21001C,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C21001C.json
741,C21001D,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (ASIAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C21001D.json
742,C21001E,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C21001E.json
743,C21001F,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (SOME OTHER RACE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C21001F.json
744,C21001A,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (WHITE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C21001A.json
745,C21001B,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C21001B.json
746,B26109PR,GROUP QUARTERS TYPE (3 TYPES) BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B26109PR.json
747,B06012,PLACE OF BIRTH BY POVERTY STATUS IN THE PAST 12 MONTHS IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B06012.json
748,B07101,MOVERS BETWEEN REGIONS IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B07101.json
749,B06011,MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY PLACE OF BIRTH IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B06011.json
750,B06010,PLACE OF BIRTH BY INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B06010.json
751,B07404DPR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (ASIAN ALONE) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07404DPR.json
752,B19326,MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER WITH INCOME,http://api.census.gov/data/2019/acs/acs5/groups/B19326.json
753,B19325,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B19325.json
754,B28009I,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (HISPANIC OR LATINO),http://api.census.gov/data/2019/acs/acs5/groups/B28009I.json
755,B28009B,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (BLACK OR AFRICAN AMERICAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B28009B.json
756,B28009A,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (WHITE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B28009A.json
757,B28009D,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (ASIAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B28009D.json
758,B28009C,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (AMERICAN INDIAN AND ALASKA NATIVE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B28009C.json
759,B28009F,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (SOME OTHER RACE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B28009F.json
760,B28009E,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B28009E.json
761,B28009H,"PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (WHITE ALONE, NOT HISPANIC OR LATINO)",http://api.census.gov/data/2019/acs/acs5/groups/B28009H.json
762,B28009G,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (TWO OR MORE RACES),http://api.census.gov/data/2019/acs/acs5/groups/B28009G.json
763,B08202,HOUSEHOLD SIZE BY NUMBER OF WORKERS IN HOUSEHOLD,http://api.census.gov/data/2019/acs/acs5/groups/B08202.json
